X6005.3SA	X6005.3SB	X6005.3SC	DMSO5.3A	DMSO5.3B	DMSO5.3C
Bdnf_4084	0	0	0	0	0	0
Gm13932_4085	17	16	12	12	15	10
Lin7c_4086	3911	4835	4238	2171	3730	2580
Platr8_4087	0	0	0	0	0	1
Lgr4_4088	60	38	42	97	125	98
Ccdc34_4089	469	492	426	646	789	559
Ccdc34os_4090	0	1	0	2	1	1
Unknown_4091	0	0	0	0	0	0
Unknown_4092	48	108	74	105	143	95
Gm22997_4093	0	0	0	0	0	0
Bbox1_4094	0	0	0	0	0	0
Fibin_4095	0	0	0	0	0	0
Unknown_4096	716	685	651	485	592	444
Unknown_4097	0	0	0	0	0	0
Slc5a12_4098	1	0	0	0	0	0
Ano3_4099	0	0	0	0	0	0
Muc15_4100	0	0	0	0	0	0
Unknown_4101	0	0	0	0	0	0
Unknown_4102	0	0	0	0	0	0
Unknown_4103	0	0	0	0	0	0
A26c3_4104	0	0	0	0	0	0
Gm13961_4105	468	480	448	311	396	240
Olfr1275_4106	0	0	0	0	0	0
Unknown_4107	0	0	0	0	0	0
Olfr1276_4108	0	0	0	0	0	0
Olfr1277_4109	0	0	0	0	0	0
Olfr1278_4110	0	0	0	0	0	0
Unknown_4111	0	0	0	0	0	0
Unknown_4112	0	0	0	0	0	0
Olfr1281_4113	0	0	0	0	0	0
Olfr1282_4114	0	0	0	0	0	0
Unknown_4115	0	0	0	0	0	0
Unknown_4116	0	0	0	0	0	0
Unknown_4117	0	0	0	0	0	0
Olfr1286_4118	0	0	0	0	0	0
Olfr1287_4119	0	0	0	0	0	0
Olfr1288_4120	0	0	0	0	0	0
Olfr1289_4121	0	0	0	0	0	0
Olfr1290_4122	0	0	0	0	0	0
Unknown_4123	0	0	0	0	0	0
Olfr1292-ps1_4124	0	0	0	0	0	0
Unknown_4125	0	0	0	0	0	0
Unknown_4126	0	0	0	0	0	0
Unknown_4127	0	0	0	0	0	0
Olfr1296-ps1_4128	0	0	0	0	0	0
Olfr1297_4129	0	0	0	0	0	0
Unknown_4130	0	0	0	0	0	0
Unknown_4131	0	0	0	0	0	0
Unknown_4132	0	0	0	0	0	0
Gm13922_4133	8	7	9	7	6	3
Unknown_4134	8	5	7	2	5	5
Olfr1301_4135	0	0	0	0	0	0
Olfr1302_4136	0	0	0	0	0	0
Olfr1303_4137	0	0	0	0	0	0
Gm26421_4138	0	0	0	0	0	0
Olfr268-ps1_4139	0	0	0	0	0	0
Olfr1305_4140	0	0	0	0	0	0
Olfr1306_4141	0	0	0	0	0	0
Unknown_4142	36	40	20	33	43	53
Olfr1307_4143	0	0	0	0	0	0
Olfr1308_4144	0	0	0	0	0	0
Unknown_4145	0	0	0	0	0	0
Gm13929_4146	0	0	0	0	0	0
Unknown_4147	0	0	0	0	0	0
Unknown_4148	0	0	0	0	0	0
Olfr1312_4149	0	0	0	0	0	0
Olfr1313_4150	0	0	0	0	0	0
Olfr1314_4151	0	0	0	0	0	0
Unknown_4152	0	0	0	0	0	0
Unknown_4153	0	0	0	0	0	0
Olfr1317_4154	0	0	0	0	0	0
Olfr1318_4155	0	0	1	0	0	0
Lpcat4_4156	1524	1793	1668	1127	1872	1519
Nutm1_4157	0	4	6	5	8	7
Nop10_4158	2273	2429	2356	1564	2435	1754
Slc12a6_4159	5717	5626	4821	3395	4344	2813
Slc12a6_4160	3597	3589	3105	2170	2715	1824
Emc4_4161	1371	1478	1443	962	1455	1089
Katnbl1_4162	913	1003	996	579	943	698
Unknown_4163	1	0	1	0	0	0
Emc7_4164	2254	2485	2573	1842	2933	2182
Unknown_4165	12	12	12	11	7	9
Chrm5_4166	0	0	0	0	0	0
Aven_4167	813	882	857	502	876	682
Gm22676_4168	0	0	0	0	0	0
Ryr3_4169	10	5	6	2	3	2
Tmco5b_4170	0	0	0	0	0	0
LOC115489624_4171	0	0	0	0	0	0
Fmn1_4172	32	72	66	50	60	59
Unknown_4173	0	0	0	0	0	0
Unknown_4174	0	6	6	3	1	4
Unknown_4175	0	0	0	0	0	0
Unknown_4176	7	16	13	11	6	8
Unknown_4177	0	0	0	0	0	0
4930533B01Rik_4178	0	0	1	0	0	0
Grem1_4179	0	0	0	0	0	0
Scg5_4180	1	6	0	1	0	2
Arhgap11a_4181	5786	7114	6522	4074	7085	4981
Unknown_4182	465	573	551	400	580	408
Gjd2_4183	0	0	0	0	0	0
Unknown_4184	0	0	0	0	0	0
A530058N18Rik_4185	0	0	0	0	0	0
Actc1_4186	25	41	32	11	35	24
C130080G10Rik_4187	0	0	0	0	0	0
Aqr_4188	4877	6283	5851	3661	5731	4641
Mir7002_4189	0	0	0	0	0	0
Zfp770_4190	522	673	650	558	989	742
Unknown_4191	0	0	0	0	0	0
Dph6_4192	1562	1420	1357	793	1267	921
Unknown_4193	2	0	0	1	0	0
Gm13975_4194	1	0	1	0	1	1
Unknown_4195	0	0	0	0	0	0
Unknown_4196	0	0	0	0	0	0
4930528P14Rik_4197	0	0	0	0	0	0
Unknown_4198	0	0	0	0	0	0
3110099E03Rik_4199	0	1	0	0	0	2
Unknown_4200	1	1	3	0	7	0
Cdin1_4201	472	392	388	339	482	379
Mir1951_4202	0	0	0	0	0	0
Meis2_4203	3	32	16	7	173	123
Unknown_4204	3	6	5	2	20	13
G630016G05Rik_4205	0	1	0	1	0	0
Unknown_4206	716	666	643	364	513	388
Unknown_4207	0	0	0	0	0	0
Tmco5_4208	0	0	0	0	0	0
D330050G23Rik_4209	1	0	3	4	3	1
Unknown_4210	0	0	0	0	0	0
Gm25514_4211	0	0	0	0	0	0
Gm13981_4212	409	498	511	401	488	387
Spred1_4213	2866	3859	3350	1417	2562	1792
Mir674_4214	3	4	4	3	3	1
Unknown_4215	27	33	21	28	38	18
Gm25189_4216	0	0	0	0	0	0
Fam98b_4217	1770	1984	1818	1302	2097	1525
Rasgrp1_4218	0	0	0	0	0	0
Gm13982_4219	0	0	0	0	1	0
Unknown_4220	0	0	0	0	0	0
4930412B13Rik_4221	0	0	0	0	0	0
Gm13986_4222	0	0	0	0	0	0
Gm25308_4223	0	0	0	0	0	0
Thbs1_4224	542	217	146	5017	2152	1751
Fsip1_4225	10	11	5	2	3	1
Unknown_4226	0	0	0	0	0	0
Unknown_4227	0	0	0	0	0	0
Gpr176_4228	0	2	3	2	0	0
1700054M17Rik_4229	0	0	0	0	0	0
Unknown_4230	0	0	0	0	0	0
Eif2ak4_4231	2593	2764	2798	1714	2510	1780
Srp14_4232	3499	3821	3787	1825	2596	2000
Unknown_4233	36	33	43	17	18	20
Bmf_4234	647	434	490	164	126	82
Unknown_4235	937	1300	1290	956	1571	1184
Bub1b_4236	4669	5895	5482	4232	6292	4733
Pak6_4237	1	4	3	2	2	3
Ankrd63_4238	1869	671	753	414	464	503
Plcb2_4239	12174	5423	4883	7151	8909	7211
Inafm2_4240	1560	1157	1170	852	1059	787
Ccdc9b_4241	81	108	73	124	107	108
Phgr1_4242	0	0	0	0	0	0
Disp2_4243	0	1	1	0	0	0
Knstrn_4244	2059	2791	2654	1969	2928	2028
Unknown_4245	475	666	665	491	684	500
Ivd_4246	3002	2895	2817	2201	2899	2320
Bahd1_4247	2483	2620	2524	1694	2311	1814
Chst14_4248	698	820	791	630	740	676
Unknown_4249	0	0	0	0	0	0
Unknown_4250	264	367	386	307	451	312
Ccdc32_4251	598	618	663	467	620	500
Rpusd2_4252	376	557	522	423	696	591
Knl1_4253	3014	4972	4734	2160	4413	3176
Rad51_4254	2939	3260	3056	1992	3381	2426
Rmdn3_4255	1559	1556	1517	904	1361	1082
Gchfr_4256	222	415	412	153	285	190
Dnajc17_4257	283	253	244	291	393	246
Gm14137_4258	21	39	23	12	35	27
Gm14138_4259	2576	2853	2626	1889	2450	1717
Zfyve19_4260	1180	1203	1216	908	1170	891
Ppp1r14d_4261	1	0	1	0	0	0
Spint1_4262	78	193	180	5	2	0
Rhov_4263	25	43	35	9	13	4
Unknown_4264	11	2	7	8	8	4
Vps18_4265	1558	1520	1433	1428	1944	1520
Gm14207_4266	0	2	1	0	0	0
Dll4_4267	0	2	1	0	1	0
Chac1_4268	2275	903	1071	408	603	382
Ino80_4269	2995	5135	4558	1802	2892	2083
Unknown_4270	31	73	40	27	41	44
Exd1_4271	97	87	91	35	57	49
Chp1_4272	4864	5234	4932	2395	3517	2448
Oip5os1_4273	10802	7942	7722	5203	7507	5341
Oip5_4274	611	500	521	404	607	409
Nusap1_4275	2330	2837	2582	2137	3132	2161
n-R5s204_4276	2	1	0	0	3	2
Ndufaf1_4277	459	567	523	455	684	490
Unknown_4278	265	252	276	164	197	162
Unknown_4279	899	843	799	485	596	401
Rtf1_4280	4036	4939	4605	2188	3189	2502
Gm25857_4281	0	0	0	0	0	0
Itpka_4282	71	67	80	17	25	19
Ltk_4283	27	53	51	12	41	19
Rpap1_4284	2066	2455	2290	1732	2429	1816
Gm23814_4285	1	0	0	0	1	0
Tyro3_4286	131	126	123	115	288	232
Unknown_4287	43	65	74	94	127	81
Mga_4288	4592	5453	4852	2639	4093	3299
Mapkbp1_4289	1265	1238	1403	416	540	432
Mir7665_4290	0	2	0	1	1	7
Unknown_4291	122	132	124	34	45	46
Jmjd7_4292	240	157	209	195	220	165
Gm28042_4293	438	328	385	312	346	283
Pla2g4b_4294	225	201	211	145	150	135
Sptbn5_4295	33	21	11	7	18	13
Ehd4_4296	5119	7124	6664	3085	5253	3784
Pla2g4e_4297	1	0	0	0	1	0
Unknown_4298	0	0	0	0	0	0
Pla2g4d_4299	0	0	0	0	0	0
Pla2g4f_4300	4	8	7	0	0	7
Vps39_4301	4199	4094	3807	2309	3081	2310
Tmem87a_4302	2440	2555	2492	1287	1775	1227
Ganc_4303	909	973	927	1418	1440	779
Capn3_4304	93	103	83	280	276	134
Zfp106_4305	10762	12828	11980	9644	14245	10601
Unknown_4306	3181	3776	3542	2659	4059	3149
Unknown_4307	0	0	0	0	0	0
Snap23_4308	3124	2903	2915	1850	2176	1674
Lrrc57_4309	872	927	909	447	652	460
Haus2_4310	1331	1350	1297	1178	1702	1289
Stard9_4311	1342	1463	1578	518	813	672
Unknown_4312	0	0	0	0	0	0
Cdan1_4313	3614	3908	4110	1618	2339	1830
Ttbk2_4314	1022	1052	1107	411	535	450
AV039307_4315	140	127	100	118	165	126
Ubr1_4316	1425	1295	990	1166	1794	1243
Tmem62_4317	630	494	532	297	405	314
Snord3b-ps2_4318	3	2	0	0	1	1
Ccndbp1_4319	1750	1237	1262	819	1018	720
Epb42_4320	0	0	0	0	0	0
Tgm5_4321	1	1	0	0	0	0
Gm14213_4322	63	56	35	50	50	34
Tgm7_4323	0	0	0	0	0	0
Lcmt2_4324	1330	1405	1322	682	926	658
Gm23858_4325	0	0	0	0	1	0
Adal_4326	1063	924	966	390	560	503
Zscan29_4327	2002	2143	2123	863	1484	1181
Tubgcp4_4328	2808	3283	3259	1694	2676	2258
Trp53bp1_4329	4073	3978	4018	2238	3523	2797
Map1a_4330	56	67	105	15	40	25
Unknown_4331	0	0	0	1	0	0
Ppip5k1_4332	2176	2365	2422	715	1010	748
Ckmt1_4333	0	1	2	0	3	2
Strc_4334	2	0	1	0	0	1
Catsper2_4335	75	91	87	49	75	51
Unknown_4336	1	2	3	1	0	0
Unknown_4337	14	24	11	11	10	10
Pdia3_4338	24731	38658	36498	24737	33059	24168
Ell3_4339	40	49	55	11	24	7
Serinc4_4340	2160	1512	1653	821	1098	826
Serf2_4341	5093	4853	4886	3088	4691	3442
Unknown_4342	315	316	334	241	313	211
Hypk_4343	2012	2353	2262	1461	2526	1846
Mfap1b_4344	1474	1641	1483	747	1147	850
Unknown_4345	483	489	520	546	837	641
Gm14018_4346	119	114	122	62	112	59
Mfap1a_4347	2198	2429	2350	1014	1718	1222
Wdr76_4348	1443	1589	1496	901	1643	1183
Frmd5_4349	259	230	211	105	83	53
Gm14021_4350	0	1	0	0	0	0
Gm14020_4351	14	10	17	10	16	11
Unknown_4352	0	0	0	0	0	0
Golm2_4353	707	711	672	403	705	520
Unknown_4354	0	0	0	0	0	0
Mageb3_4355	1	1	1	1	0	0
Ctdspl2_4356	2607	2914	2641	1342	2074	1461
Unknown_4357	0	0	0	0	0	0
Eif3j1_4358	3383	4345	4133	2268	4124	3155
Spg11_4359	1976	1927	1922	1162	1679	1355
Patl2_4360	0	0	1	2	4	4
B2m_4361	6832	7799	7788	6112	6314	4731
Trim69_4362	6	2	6	5	4	8
Terb2_4363	0	0	0	0	0	0
Gm14050_4364	0	0	0	0	0	0
Unknown_4365	1	1	0	1	1	0
Unknown_4366	186	190	157	146	215	152
Sord_4367	4511	4690	4380	3411	5097	3790
Duox2_4368	0	0	0	0	0	0
Duoxa2_4369	0	0	0	0	0	0
Duoxa1_4370	0	0	0	0	0	0
Duox1_4371	0	2	4	0	0	0
Shf_4372	203	228	232	34	42	33
Gm24409_4373	0	0	2	0	0	0
Slc28a2_4374	0	5	2	488	346	250
Unknown_4375	0	0	0	2	0	1
Unknown_4376	28	39	35	37	54	26
Slc28a2b_4377	0	1	1	103	81	56
Gatm_4378	4	1	2	231	73	70
Unknown_4379	243	384	398	248	371	325
AA467197_4380	2	0	4	4	1	1
Mir147_4381	0	0	1	1	0	1
Slc30a4_4382	0	0	0	0	0	0
Unknown_4383	0	0	0	0	0	0
Unknown_4384	2	0	3	2	3	2
Bloc1s6_4385	1816	1544	1559	1285	1761	1224
Sqor_4386	1489	1521	1287	345	199	122
Unknown_4387	0	1	0	0	0	0
Unknown_4388	3	3	1	1	2	2
Sema6d_4389	0	0	0	0	0	0
4930517E11Rik_4390	0	0	0	0	0	0
4930583P06Rik_4391	0	0	0	0	0	0
Unknown_4392	0	0	0	0	0	0
Slc24a5_4393	441	456	375	472	817	587
Myef2_4394	1280	1384	1134	1453	2580	1800
Gm22352_4395	1	0	0	0	0	0
Unknown_4396	0	0	1	0	0	0
Ctxn2_4397	0	0	0	0	0	0
Slc12a1_4398	0	0	0	1	0	1
Unknown_4399	0	3	0	0	0	0
Dut_4400	6560	6298	5839	4738	7496	5095
Unknown_4401	0	0	0	0	0	0
Unknown_4402	0	0	0	0	0	0
Fbn1_4403	2	2	1	14	30	18
Unknown_4404	0	0	0	0	0	0
Cep152_4405	1257	1519	1500	945	1526	1130
Shc4_4406	792	714	652	672	697	487
Eid1_4407	2229	2039	1863	1813	2025	1308
Secisbp2l_4408	3735	3584	3592	1277	2063	1567
Cops2_4409	3924	5133	4722	3421	5658	4125
Galk2_4410	1598	1574	1484	1097	1647	1157
Fam227b_4411	53	44	42	32	58	31
Fgf7_4412	0	2	0	0	0	0
Gm26496_4413	0	0	0	0	0	0
Dtwd1_4414	268	310	314	280	424	319
Unknown_4415	0	0	0	0	0	0
Unknown_4416	0	0	0	0	0	0
Atp8b4_4417	21693	18596	18350	18075	22654	15847
Unknown_4418	1	0	0	0	0	0
Slc27a2_4419	3	1	2	0	2	0
Hdc_4420	678	993	1078	2984	5293	3939
Gabpb1_4421	2709	2779	2448	1516	2299	1577
Unknown_4422	0	2	1	1	0	0
Unknown_4423	53	64	65	38	35	32
Usp8_4424	5106	5252	4898	2848	4071	2947
Usp50_4425	661	1196	1110	648	916	799
Unknown_4426	654	1190	1100	642	914	797
Trpm7_4427	6018	6237	6142	3227	5059	3943
Unknown_4428	0	0	0	0	0	0
Sppl2a_4429	2730	3299	3443	2278	3458	2560
Mir3473g_4430	0	0	0	0	0	0
Ap4e1_4431	939	1161	1130	557	893	696
Unknown_4432	0	0	2	0	0	0
Blvra_4433	993	1330	1393	684	1101	799
Ncaph_4434	2708	4039	3799	1727	2933	2075
Itpripl1_4435	46	159	160	118	280	213
1810024B03Rik_4436	65	50	63	47	80	62
Snrnp200_4437	12684	15043	13906	8388	14039	10644
Ciao1_4438	1443	1382	1461	1051	1573	1172
Tmem127_4439	4058	4026	3865	1818	2482	1971
Unknown_4440	2	5	1	4	5	8
Stard7_4441	5107	6245	5722	3489	5347	3968
Dusp2_4442	180	244	221	344	339	308
Astl_4443	2	1	0	1	3	3
Adra2b_4444	0	1	0	0	1	0
Gpat2_4445	15	10	14	4	8	7
Fahd2a_4446	323	315	350	282	315	241
Kcnip3_4447	2	2	2	4	7	1
Unknown_4448	0	0	0	0	0	0
Prom2_4449	0	0	0	0	0	3
Unknown_4450	0	0	0	0	0	0
Zfp661_4451	347	356	371	200	265	215
Mrps5_4452	1159	1478	1398	1307	1990	1561
Mal_4453	0	0	0	0	0	0
Unknown_4454	0	0	0	0	0	0
Gm14245_4455	332	388	350	235	396	313
Gm14244_4456	0	0	0	0	0	0
Mall_4457	0	0	0	0	0	0
Nphp1_4458	136	185	138	128	223	119
Mtln_4459	391	316	313	298	392	273
Bub1_4460	2998	4060	3743	2561	4286	2779
Acoxl_4461	20	11	14	25	13	19
Unknown_4462	0	0	0	0	0	0
Gm23101_4463	0	0	0	0	0	0
Bcl2l11_4464	2881	2211	2145	737	725	554
Unknown_4465	2	0	1	0	0	0
Morrbid_4466	195	143	159	261	255	210
Unknown_4467	0	0	0	1	1	2
Unknown_4468	2	1	2	0	0	2
Gm14006_4469	3	13	11	13	12	6
Unknown_4470	313	198	195	154	225	132
Spdye4c_4471	0	0	0	0	0	0
Unknown_4472	0	0	0	0	0	0
Unknown_4473	0	1	1	1	3	1
Anapc1_4474	10085	11111	10408	9351	15031	10714
Mertk_4475	0	0	0	0	0	0
Unknown_4476	0	0	0	0	0	0
Unknown_4477	0	0	0	0	0	0
Tmem87b_4478	1216	1225	1245	539	866	621
Fbln7_4479	0	0	0	0	0	0
Unknown_4480	0	0	0	0	0	0
Zc3h8_4481	638	769	779	218	357	278
Unknown_4482	2	0	0	0	0	0
Unknown_4483	0	0	0	0	1	0
Unknown_4484	148	87	99	95	119	91
Zc3h6_4485	234	355	319	128	135	80
Unknown_4486	31	54	52	8	10	8
Vinac1_4487	2	1	4	1	0	0
Unknown_4488	1	6	9	1	3	1
Ttl_4489	477	619	509	338	541	420
Polr1b_4490	2435	3375	3338	2464	3873	3522
Chchd5_4491	377	377	309	309	304	201
AI847159_4492	0	0	0	3	2	1
Unknown_4493	840	970	915	706	988	787
Unknown_4494	0	0	0	0	0	0
Slc20a1_4495	2699	2639	2214	1995	3308	2363
Unknown_4496	527	500	413	376	661	489
A730036I17Rik_4497	5	1	2	4	5	10
Unknown_4498	216	298	281	185	280	182
Ckap2l_4499	3115	4118	3835	2660	4096	2674
Gm14023_4500	27	30	37	13	28	16
Il1a_4501	23	25	24	11	20	9
Gm25703_4502	1	0	0	0	0	1
Unknown_4503	383	420	417	294	423	284
Il1b_4504	5	5	2	2	6	5
Il1bos_4505	6	8	14	6	12	12
Unknown_4506	1286	1467	1393	1529	2049	1365
F830045P16Rik_4507	0	0	1	0	0	0
Unknown_4508	0	0	1	0	0	0
Unknown_4509	0	0	0	0	0	0
Sirpa_4510	6380	3945	3724	3896	4138	3501
Pdyn_4511	0	0	0	0	0	0
Unknown_4512	748	1207	1178	598	964	686
Unknown_4513	0	0	0	0	0	0
Stk35_4514	1273	1522	1430	876	1525	1046
Tgm3_4515	144	500	426	106	265	189
Mir6339_4516	0	0	0	0	0	0
Gm22424_4517	0	0	0	0	0	0
Gm24665_4518	0	0	0	0	0	0
Unknown_4519	51	75	68	56	88	56
Tgm6_4520	0	0	0	0	0	0
Snrpb_4521	7229	8383	8123	4979	7702	5740
Tmc2_4522	0	1	2	0	1	0
Nop56_4523	8915	11609	11458	6365	9871	8481
Snord110_4524	8	11	12	11	11	11
LOC115489609_4525	76	82	77	56	66	66
LOC115489632_4526	292	546	513	282	468	362
LOC115489601_4527	89	95	126	61	79	75
Snord57_4528	52	79	82	53	74	59
Idh3b_4529	3228	3996	3653	3023	4789	3519
Ebf4_4530	0	1	1	0	0	0
Gm14044_4531	3375	3793	3725	3113	3942	2992
Cpxm1_4532	1	3	5	3	2	6
Unknown_4533	5	7	5	1	8	6
1700020A23Rik_4534	0	2	3	0	1	0
Tmem239_4535	0	4	2	0	1	0
Pced1a_4536	1253	1369	1470	1059	1352	1074
Vps16_4537	3258	3240	3028	2002	2573	1926
Ptpra_4538	6158	6371	6300	3581	4669	3657
Unknown_4539	0	0	0	0	0	0
4930473A02Rik_4540	1572	1514	1499	879	1148	917
Mrps26_4541	1877	2619	2415	1339	2217	1663
Oxt_4542	0	0	0	0	0	0
Avp_4543	0	0	0	0	0	0
Ubox5_4544	953	1245	1122	911	1410	1123
Fastkd5_4545	712	1052	936	643	1062	849
Lzts3_4546	758	844	900	207	267	221
Ddrgk1_4547	3831	3984	3915	1440	1913	1452
Itpa_4548	799	1199	1120	805	1319	992
Slc4a11_4549	2	1	1	2	1	3
Unknown_4550	0	0	0	0	0	0
4930402H24Rik_4551	1033	702	831	431	572	484
Unknown_4552	54	60	81	98	130	79
Unknown_4553	2435	2529	2512	1462	2351	1820
Gm14048_4554	1787	2074	2017	1191	1965	1499
Atrn_4555	4589	4872	4680	4867	6964	4644
Unknown_4556	6	5	8	2	12	9
Gfra4_4557	1	2	0	0	0	0
Mir6973b_4558	0	0	0	0	0	0
Adam33_4559	0	0	0	0	1	0
Siglec1_4560	0	0	0	0	0	0
Hspa12b_4561	18	20	23	16	18	12
Unknown_4562	0	0	0	0	0	0
1700037H04Rik_4563	1291	1646	1398	957	1232	857
Unknown_4564	32	16	19	12	6	9
Spef1_4565	149	142	142	82	124	109
Cenpb_4566	2172	2623	2138	1517	1805	1208
Cdc25b_4567	732	1015	987	1136	1702	1081
Ap5s1_4568	93	72	98	41	74	55
Mavs_4569	1127	866	887	1035	1303	1065
Pank2_4570	2755	2737	2694	1533	1982	1462
Mir103-2_4571	1	1	2	0	1	1
Rnf24_4572	776	791	786	415	593	428
Unknown_4573	205	173	179	100	138	95
Unknown_4574	1692	2489	2534	1417	2180	1447
Unknown_4575	0	0	0	0	0	0
Unknown_4576	0	0	0	0	0	0
Unknown_4577	1	0	0	0	0	0
Smox_4578	47	79	68	69	43	37
Adra1d_4579	0	0	0	0	0	0
Unknown_4580	0	0	0	0	0	0
Unknown_4581	1	0	0	1	0	1
Unknown_4582	0	0	0	0	0	0
5330413P13Rik_4583	0	0	0	0	1	0
Unknown_4584	0	0	0	0	1	0
Gm14281_4585	0	0	0	0	0	0
Erv3_4586	0	0	0	0	1	0
Lamr1-ps1_4587	1	0	0	0	0	0
Prnp_4588	76	140	144	36	6	4
Prn_4589	10	26	20	4	2	0
Prnd_4590	0	0	1	0	0	0
Rassf2_4591	5066	4758	4456	3152	4734	3368
Slc23a2_4592	4339	3908	3957	2042	3316	2444
Gm14052_4593	103	141	146	103	139	97
Unknown_4594	2	1	2	2	3	2
Tmem230_4595	1127	1136	1150	541	715	494
Pcna_4596	10092	11152	10521	6659	10433	7196
Unknown_4597	42	30	30	20	34	14
Cds2_4598	5896	4684	4588	2891	4172	3183
Prokr2_4599	0	0	0	0	0	1
4921508D12Rik_4600	0	0	0	0	0	0
Unknown_4601	0	0	0	0	0	0
1700026D11Rik_4602	0	1	0	1	0	0
Gpcpd1_4603	2086	1978	1821	727	1274	835
AU019990_4604	0	0	1	0	0	0
Rpl23a-ps4_4605	9	13	10	3	7	2
Gm14099_4606	0	0	1	0	0	0
Unknown_4607	471	574	543	337	575	354
Shld1_4608	56	39	54	57	88	59
Unknown_4609	0	0	0	0	1	0
Gm22245_4610	0	0	0	0	0	0
Chgb_4611	0	2	0	0	0	1
Trmt6_4612	2011	2862	2408	1639	2707	2136
Mcm8_4613	981	1099	1043	672	941	754
Unknown_4614	9	5	6	8	12	10
Crls1_4615	1190	926	966	905	1486	1061
Lrrn4_4616	4	5	0	3	5	5
Fermt1_4617	0	1	0	0	0	0
Unknown_4618	0	0	0	0	0	0
Unknown_4619	16	16	18	19	16	8
Gm25704_4620	0	0	0	0	0	0
Gm14103_4621	15	16	8	10	15	10
Gm14094_4622	43	40	53	34	62	40
Unknown_4623	1	0	0	0	0	0
Unknown_4624	0	0	0	0	0	0
Unknown_4625	0	0	0	0	0	0
Bmp2_4626	0	0	0	0	0	0
Mir3090_4627	0	0	0	0	0	0
Gm25258_4628	0	0	0	0	0	0
Hao1_4629	3	8	10	29	146	155
Tmx4_4630	13967	17104	14361	7742	14712	9696
Unknown_4631	49	74	56	48	63	40
Unknown_4632	361	284	246	226	244	167
Plcb1_4633	848	922	966	227	809	645
Unknown_4634	42	37	39	38	36	30
4930545L23Rik_4635	0	0	0	0	0	0
9630028H03Rik_4636	48	67	63	15	46	45
Unknown_4637	0	0	0	6	2	2
Plcb4_4638	1123	938	793	527	1094	649
Unknown_4639	0	0	0	0	0	0
Unknown_4640	0	0	0	1	0	0
Gm14210_4641	0	0	1	0	1	1
Gm26227_4642	0	0	0	0	0	0
Lamp5_4643	0	0	0	0	0	0
Pak5_4644	0	0	0	0	0	0
Unknown_4645	0	0	0	0	0	0
Gm14056_4646	156	187	221	125	148	124
Unknown_4647	0	1	0	0	0	0
Ankef1_4648	0	0	0	0	1	0
Unknown_4649	0	0	0	0	0	0
Snap25_4650	0	0	0	0	0	0
Unknown_4651	9	6	13	9	5	8
Mkks_4652	812	908	945	483	839	615
Slx4ip_4653	620	661	602	493	805	531
Jag1_4654	215	314	310	45	91	81
Unknown_4655	0	0	0	0	0	0
Unknown_4656	0	0	0	0	0	0
Unknown_4657	0	0	0	0	0	0
Btbd3_4658	0	0	0	0	0	0
Unknown_4659	1	1	0	1	0	1
Unknown_4660	0	0	0	0	0	0
Unknown_4661	0	0	0	0	0	0
Mir1952_4662	0	0	0	0	0	0
Unknown_4663	0	0	0	0	0	0
Unknown_4664	0	0	0	0	0	0
Unknown_4665	2	3	2	4	1	6
Unknown_4666	0	0	0	0	0	0
Gm14071_4667	3	5	4	2	6	3
Sptlc3_4668	0	2	0	0	0	0
Unknown_4669	0	0	0	0	0	0
Ism1_4670	0	1	0	0	0	0
Tasp1_4671	668	736	685	521	723	528
Unknown_4672	3	1	3	1	0	1
Unknown_4673	0	0	0	0	0	0
Rps19-ps7_4674	3315	2756	2767	2396	3208	2309
Unknown_4675	0	0	0	0	0	0
Esf1_4676	1832	2591	2364	1768	2997	2016
Unknown_4677	0	0	0	0	0	0
Ndufaf5_4678	360	330	377	269	436	310
Unknown_4679	0	0	0	0	0	0
Sel1l2_4680	0	0	0	0	0	0
Macrod2_4681	102	123	129	171	270	187
Gm23846_4682	0	0	0	0	0	0
Flrt3_4683	1	22	16	1	4	0
Unknown_4684	0	0	2	0	1	0
Unknown_4685	453	703	747	347	486	326
Unknown_4686	0	0	0	0	1	1
Unknown_4687	0	0	0	0	0	0
Unknown_4688	1	1	1	1	0	0
Gm25583_4689	0	0	0	0	0	0
Unknown_4690	0	0	0	1	0	1
Unknown_4691	0	0	0	0	0	0
Rpl26-ps5_4692	141	130	150	80	141	89
Unknown_4693	70	78	81	60	106	74
Kif16b_4694	697	632	583	799	1260	908
Gm22310_4695	0	0	0	0	0	0
Kif16bos_4696	0	1	0	1	0	1
Snrpb2_4697	2086	2724	2563	1931	2958	2096
Otor_4698	0	0	0	0	0	0
Gm14083_4699	0	0	0	0	0	0
Gm14082_4700	2	0	0	0	2	2
Unknown_4701	1	0	0	0	1	0
Unknown_4702	10	18	20	13	13	10
Pcsk2os1_4703	1	0	0	0	0	0
Pcsk2_4704	1	2	0	0	1	1
Pcsk2os2_4705	0	0	0	0	0	0
Bfsp1_4706	0	0	1	1	2	0
Rps13-ps6_4707	12	11	9	8	10	8
Unknown_4708	0	0	0	1	0	0
Unknown_4709	388	329	322	293	347	266
Dstn_4710	9145	13826	11884	8995	11833	8388
Rrbp1_4711	8177	10052	9794	6248	8477	6677
Banf2_4712	0	0	0	0	0	0
Unknown_4713	0	0	0	0	0	0
Gm11687_4714	484	742	649	446	554	461
Gm5535_4715	0	0	0	1	0	0
